measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091725.csv	p2	0.5113	0	55.8216	885	0
BD18_1510091725.csv	p5	0.48043	42.76	637.623	832	86
BD18_1510091725.csv	p7	0.48043	53.243	677.665	832	107
BD18_1510091725.csv	p10	0.48043	64.226	619.887	832	129
BD18_1510091725.csv	p12	0.45247	4.446	215.509	784	9
BD18_1510091725.csv	p14	0.48043	79.607	645.321	832	160
BD18_1510091725.csv	p15	0.54857	7.504	273.884	949	15
BD18_1510091725.csv	p19	0.49382	43.306	129.971	855	87
BD18_1510091725.csv	p20	0.49382	51.839	142.714	855	104
BD18_1510091725.csv	p22	0.49382	64.226	121.922	855	129
BD18_1510091725.csv	p25	0.49382	79.607	128.211	855	160
BD18_1510091725.csv	p27	0.97722	94.022	51.6189	1685	189
BD18_1510091725.csv	p28	0.94402	93.585	56.8627	1628	188
BD18_1510091725.csv	p29	0.95626	94.022	51.5777	1649	189
BD18_1510091725.csv	p32	0.84618	29.89	738.196	1460	60
BD18_1510091725.csv	p33	0.9481	93.585	55.1849	1635	188
BD18_1510091725.csv	p37	0.6435	32.885	375.215	1112	66
BD18_1510091725.csv	p38	0.93937	93.585	57.3823	1620	188
BD18_1510091725.csv	p39	0.64408	26.895	329.376	1113	54
BD18_1510091725.csv	p41	0.92481	104.068	103.35	1595	209
BD18_1510091725.csv	p43	0.48043	16.396	608.33	832	33
BD18_1510091725.csv	p44	0.48043	24.867	581.96	832	50
BD18_1510091725.csv	p45	0.48043	0	874.547	832	0
BD18_1510091725.csv	p46	0.49382	24.867	123.799	855	50
BD18_1510091725.csv	p47	0.49499	6.974	303.385	857	14
BD18_1510091725.csv	p51	0.48043	148.825	687.572	832	299
BD18_1510091725.csv	p61	0.49382	148.825	140.854	855	299
BD18_1510091725.csv	p68	0.97373	100.558	50.179	1679	202
BD18_1510091725.csv	p69	0.68835	66.238	57.5951	1189	133
BD18_1510091725.csv	p70	0.60681	108.53	103.722	1049	218
BD18_1510091725.csv	p71	0.96091	94.022	50.586	1657	189
BD18_1510091725.csv	p73	1.1403	99.513	65.9892	1965	200
BD18_1510091725.csv	p75	0.60681	90.59	96.2017	1049	182
