measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091646.csv	p1	0.47926	0	133.64	830	0
BD18_1510091646.csv	p3	0.50372	0	17.0319	872	0
BD18_1510091646.csv	p4	0.50897	13.462	14.6896	881	27
BD18_1510091646.csv	p5	0.6866	29.359	11.7211	1186	59
BD18_1510091646.csv	p6	0.68951	3.463	11.3975	1191	7
BD18_1510091646.csv	p7	0.59807	29.359	144.507	1034	59
BD18_1510091646.csv	p8	1.07041	97.047	10.7772	1845	195
BD18_1510091646.csv	p9	0.53692	7.987	55.4699	929	16
BD18_1510091646.csv	p10	0.58701	3.463	102.453	1015	7
BD18_1510091646.csv	p11	0.6435	29.359	177.476	1112	59
BD18_1510091646.csv	p12	0.59866	37.767	157.216	1035	76
BD18_1510091646.csv	p13	0.59866	56.752	52.8535	1035	114
BD18_1510091646.csv	p14	1.06284	97.578	12.0151	1832	196
BD18_1510091646.csv	p15	0.64874	94.583	14.3464	1121	190
BD18_1510091646.csv	p16	0.45247	4.508	152.953	784	9
BD18_1510091646.csv	p17	0.96849	98.093	28.4465	1670	197
BD18_1510091646.csv	p18	0.54857	7.55	321.113	949	15
BD18_1510091646.csv	p19	0.64467	19.359	38.4516	1114	39
BD18_1510091646.csv	p20	0.97664	98.093	30.2015	1684	197
BD18_1510091646.csv	p22	0.59866	19.359	209.86	1035	39
BD18_1510091646.csv	p25	0.58293	7.55	13.9878	1008	15
BD18_1510091646.csv	p26	0.95334	98.093	30.6225	1644	197
BD18_1510091646.csv	p27	0.65981	29.359	14.9263	1140	59
BD18_1510091646.csv	p28	0.49732	6.411	248.222	861	13
BD18_1510091646.csv	p30	1.05352	98.093	12.8095	1816	197
BD18_1510091646.csv	p31	0.8124	29.359	16.3261	1402	59
BD18_1510091646.csv	p32	1.0046	98.093	19.3069	1732	197
BD18_1510091646.csv	p33	1.0308	98.093	15.7826	1777	197
BD18_1510091646.csv	p34	0.8357	29.359	10.0561	1442	59
BD18_1510091646.csv	p35	0.95917	98.093	28.0971	1654	197
BD18_1510091646.csv	p36	0.84036	29.359	10.47	1450	59
BD18_1510091646.csv	p37	1.08031	97.047	10.2802	1862	195
BD18_1510091646.csv	p39	1.03779	97.578	14.6305	1789	196
BD18_1510091646.csv	p40	0.92481	98.093	126.02	1595	197
BD18_1510091646.csv	p41	1.04769	97.578	12.5047	1806	196
BD18_1510091646.csv	p42	1.14146	97.578	27.5196	1967	196
BD18_1510091646.csv	p44	0.99528	97.578	20.7268	1716	196
BD18_1510091646.csv	p45	0.8986	98.093	10.0216	1550	197
BD18_1510091646.csv	p46	0.66156	101.525	15.9256	1143	204
BD18_1510091646.csv	p47	1.01683	98.093	17.3741	1753	197
BD18_1510091646.csv	p49	0.73843	95.035	28.3951	1275	191
BD18_1510091646.csv	p50	1.02731	97.578	16.1009	1771	196
BD18_1510091646.csv	p52	0.60681	100.994	119.988	1049	203
BD18_1510091646.csv	p53	0.8887	117.515	46.4214	1533	236
