measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091719.csv	p1	0.47915	0	106.52	830	0
BD18_1510091719.csv	p3	0.50593	0	16.2615	876	0
BD18_1510091719.csv	p6	0.59793	56.737	113.505	1034	114
BD18_1510091719.csv	p7	0.58745	4.056	37.8905	1016	8
BD18_1510091719.csv	p8	1.0457	98.093	25.2632	1803	197
BD18_1510091719.csv	p10	1.05443	97.032	24.2498	1818	195
BD18_1510091719.csv	p11	1.06957	97.032	20.7777	1844	195
BD18_1510091719.csv	p12	1.09402	97.032	17.3778	1886	195
BD18_1510091719.csv	p13	1.11673	97.656	16.6828	1925	196
BD18_1510091719.csv	p14	0.97757	97.656	48.8428	1686	196
BD18_1510091719.csv	p15	1.0818	98.093	19.2357	1865	197
BD18_1510091719.csv	p16	0.57988	7.956	10.1758	1003	16
BD18_1510091719.csv	p18	0.96243	97.656	44.0102	1660	196
BD18_1510091719.csv	p19	1.01134	97.656	33.504	1744	196
BD18_1510091719.csv	p20	0.54844	7.425	232.723	949	15
BD18_1510091719.csv	p21	1.09868	98.093	17.2797	1894	197
BD18_1510091719.csv	p22	0.88965	96.065	11.206	1535	193
BD18_1510091719.csv	p23	0.73826	102.523	28.4631	1275	206
BD18_1510091719.csv	p24	0.4972	6.989	231.87	861	14
BD18_1510091719.csv	p26	0.45178	10.951	14.8809	783	22
BD18_1510091719.csv	p27	1.08762	97.656	17.0663	1875	196
BD18_1510091719.csv	p28	1.00668	97.656	34.6746	1736	196
BD18_1510091719.csv	p29	1.016	98.093	32.539	1752	197
BD18_1510091719.csv	p31	0.45236	4.493	198.354	784	9
BD18_1510091719.csv	p32	1.02357	97.656	30.9742	1765	196
BD18_1510091719.csv	p33	1.00086	97.656	37.0627	1726	196
BD18_1510091719.csv	p35	1.0358	98.093	27.1907	1786	197
BD18_1510091719.csv	p36	1.07656	98.093	20.4031	1856	197
BD18_1510091719.csv	p37	0.53796	7.425	56.2239	931	15
BD18_1510091719.csv	p38	0.95486	97.656	46.3095	1647	196
BD18_1510091719.csv	p39	1.12197	97.656	16.6392	1934	196
BD18_1510091719.csv	p40	0.92458	100.043	120.756	1595	201
BD18_1510091719.csv	p41	1.1406	97.656	51.7717	1966	196
BD18_1510091719.csv	p43	0.97291	97.656	48.5995	1678	196
BD18_1510091719.csv	p44	0.89663	96.065	12.8204	1547	193
BD18_1510091719.csv	p45	0.60667	102.523	97.4601	1049	206
BD18_1510091719.csv	p46	1.10392	97.656	16.0392	1903	196
BD18_1510091719.csv	p48	0.88848	117.016	49.7073	1533	235
BD18_1510091719.csv	p49	0.94846	98.093	48.0579	1636	197
BD18_1510091719.csv	p50	1.06025	97.656	22.2855	1828	196
BD18_1510091719.csv	p51	1.10974	97.656	17.4754	1913	196
BD18_1510091719.csv	p52	0.85064	19.874	10.0342	1468	40
BD18_1510091719.csv	p53	0.80464	19.438	20.4213	1389	39
BD18_1510091719.csv	p54	0.64451	19.438	47.7447	1114	39
BD18_1510091719.csv	p55	0.57755	23.431	27.5975	999	47
BD18_1510091719.csv	p56	0.83841	29.437	27.2442	1447	59
BD18_1510091719.csv	p57	0.68469	29.437	26.5278	1183	59
BD18_1510091719.csv	p58	0.81337	29.437	44.8295	1404	59
BD18_1510091719.csv	p59	0.82502	29.437	14.8007	1424	59
BD18_1510091719.csv	p60	0.84307	29.437	28.7548	1455	59
BD18_1510091719.csv	p61	0.85413	29.437	21.7623	1474	59
BD18_1510091719.csv	p63	0.59735	29.437	171.196	1033	59
BD18_1510091719.csv	p64	0.59793	19.438	269.433	1034	39
BD18_1510091719.csv	p65	0.64393	29.437	284.31	1113	59
BD18_1510091719.csv	p66	0.59793	37.846	259.606	1034	76
BD18_1510091719.csv	p67	0.65092	45.271	19.0916	1125	91
